# Reference data set: FETD_200m_Casing_RXs.txt, data column: 2, receivers: 8
# TEM3D     data set: test.dat, data column: 2
#Rec-position:      1 ,data-pnts.:  101 ,components: Ex,Ey,Ez
#x,y,z:       5.000000      0.000000      0.000000
# Time t, Reference-data, TEM3D-data, difference
2.089296E-04 -0.00010965 -1.007631E-04 8.10455
2.290868E-04 -9.64441e-05 -8.927707E-05 7.43125
2.511886E-04 -8.4254e-05 -7.851356E-05 6.8133
2.754229E-04 -7.2985e-05 -6.844834E-05 6.21586
3.019952E-04 -6.2608e-05 -5.906679E-05 5.65619
3.311311E-04 -5.31791e-05 -5.036779E-05 5.28643
3.630781E-04 -4.4461e-05 -4.236285E-05 4.71912
3.981072E-04 -3.65961e-05 -3.507275E-05 4.16256
4.365158E-04 -2.97311e-05 -2.852107E-05 4.07007
4.786301E-04 -2.33974e-05 -2.272732E-05 2.86404
5.248075E-04 -1.80882e-05 -1.769950E-05 2.14865
5.754399E-04 -1.36626e-05 -1.342911E-05 1.70881
6.309573E-04 -9.94641e-06 -9.888189E-06 0.585387
6.918310E-04 -6.98786e-06 -7.029269E-06 0.592591
7.585776E-04 -4.67106e-06 -4.787932E-06 2.50197
8.317638E-04 -2.96965e-06 -3.087038E-06 3.95285
9.120108E-04 -1.7305e-06 -1.842213E-06 6.45542
1.000000E-03 -8.58934e-07 -9.677811E-07 12.6723
1.096478E-03 -2.98045e-07 -3.821970E-07 28.2345
1.202264E-03 5.2498e-08 -1.224609E-08 123.327
1.318257E-03 2.51098e-07 2.041092E-07 18.7134
1.445440E-03 3.47822e-07 3.165213E-07 8.9991
1.584893E-03 3.84642e-07 3.624892E-07 5.75931
1.737801E-03 3.8437e-07 3.687030E-07 4.07599
1.905461E-03 3.64545e-07 3.530365E-07 3.15695
2.089296E-03 3.35461e-07 3.267262E-07 2.60392
2.290868E-03 3.0336e-07 2.963851E-07 2.29925
2.511886E-03 2.71441e-07 2.656359E-07 2.13844
2.754229E-03 2.4125e-07 2.363030E-07 2.05065
3.019952E-03 2.13556e-07 2.091982E-07 2.04039
3.311311E-03 1.88472e-07 1.845978E-07 2.05534
3.630781E-03 1.65945e-07 1.625094E-07 2.07046
3.981072E-03 1.45904e-07 1.428126E-07 2.11873
4.365158E-03 1.28123e-07 1.253313E-07 2.17869
4.786301E-03 1.12363e-07 1.098693E-07 2.21953
5.248075E-03 9.85069e-08 9.622863E-08 2.31278
5.754399E-03 8.62862e-08 8.421900E-08 2.3957
6.309573E-03 7.5556e-08 7.366245E-08 2.50617
6.918310E-03 6.61412e-08 6.439526E-08 2.63964
7.585776E-03 5.78793e-08 5.626878E-08 2.7826
8.317638E-03 5.05178e-08 4.914898E-08 2.70949
9.120108E-03 4.43062e-08 4.291585E-08 3.13796
1.000000E-02 3.87442e-08 3.746246E-08 3.30818
1.096478E-02 3.38774e-08 3.269384E-08 3.49365
1.202264E-02 2.96267e-08 2.852593E-08 3.71552
1.318257E-02 2.59032e-08 2.488452E-08 3.93263
1.445440E-02 2.26364e-08 2.170421E-08 4.11796
1.584893E-02 1.96958e-08 1.892744E-08 3.90112
1.737801E-02 1.72782e-08 1.650365E-08 4.48283
1.905461E-02 1.50905e-08 1.438847E-08 4.65187
2.089296E-02 1.31706e-08 1.254298E-08 4.76501
2.290868E-02 1.14954e-08 1.093309E-08 4.89121
2.511886E-02 1.00275e-08 9.528956E-09 4.97196
2.754229E-02 8.7474e-09 8.304453E-09 5.06372
3.019952E-02 7.62933e-09 7.236740E-09 5.14576
3.311311E-02 6.62857e-09 6.305849E-09 4.86867
3.630781E-02 5.79878e-09 5.494331E-09 5.25031
3.981072E-02 5.05498e-09 4.786946E-09 5.30231
4.365158E-02 4.40415e-09 4.170383E-09 5.30798
4.786301E-02 3.83714e-09 3.633025E-09 5.31936
5.248075E-02 3.34232e-09 3.164729E-09 5.31329
5.754399E-02 2.90987e-09 2.756648E-09 5.26555
6.309573E-02 2.53364e-09 2.401061E-09 5.23257
6.918310E-02 2.20584e-09 2.091235E-09 5.19571
7.585776E-02 1.92056e-09 1.821295E-09 5.16876
8.317638E-02 1.67278e-09 1.586121E-09 5.18035
9.120108E-02 1.45729e-09 1.381246E-09 5.21789
1.000000E-01 1.27025e-09 1.202776E-09 5.31221
1.096478E-01 1.10761e-09 1.047317E-09 5.44326
1.202264E-01 9.66312e-10 9.119088E-10 5.63001
1.318257E-01 8.4345e-10 7.939727E-10 5.8661
1.445440E-01 7.36465e-10 6.912598E-10 6.13817
1.584893E-01 6.43407e-10 6.018104E-10 6.46505
1.737801E-01 5.623e-10 5.239163E-10 6.82619
1.905461E-01 4.91678e-10 4.560886E-10 7.23843
2.089296E-01 4.30148e-10 3.970300E-10 7.69927
2.290868E-01 3.76538e-10 3.456096E-10 8.21383
2.511886E-01 3.2986e-10 3.008420E-10 8.79705
2.754229E-01 2.89219e-10 2.618685E-10 9.45674
3.019952E-01 2.53849e-10 2.279409E-10 10.2063
3.311311E-01 2.23046e-10 1.984074E-10 11.0463
3.630781E-01 1.96208e-10 1.726999E-10 11.981
3.981072E-01 1.7277e-10 1.503235E-10 12.9921
4.365158E-01 1.52296e-10 1.308471E-10 14.0838
4.786301E-01 1.3438e-10 1.138954E-10 15.2436
5.248075E-01 1.18694e-10 9.914134E-11 16.4728
5.754399E-01 1.04947e-10 8.630012E-11 17.7683
6.309573E-01 9.2913e-11 7.512386E-11 19.146
6.918310E-01 8.23904e-11 6.539678E-11 20.6257
7.585776E-01 7.32e-11 5.693108E-11 22.2253
8.317638E-01 6.51956e-11 4.956332E-11 23.9775
9.120108E-01 5.82348e-11 4.315126E-11 25.9012


#Rec-position:      2 ,data-pnts.:  101 ,components: Ex,Ey,Ez
#x,y,z:      11.000000      0.000000      0.000000
# Time t, Reference-data, TEM3D-data, difference
2.089296E-04 -3.79261e-05 -3.602064E-05 5.02404
2.290868E-04 -3.39975e-05 -3.234925E-05 4.84813
2.511886E-04 -3.00718e-05 -2.873147E-05 4.45706
2.754229E-04 -2.62581e-05 -2.521327E-05 3.97896
3.019952E-04 -2.26182e-05 -2.183099E-05 3.48048
3.311311E-04 -1.92147e-05 -1.861703E-05 3.11056
3.630781E-04 -1.60066e-05 -1.560222E-05 2.52639
3.981072E-04 -1.30646e-05 -1.281621E-05 1.90138
4.365158E-04 -1.04658e-05 -1.028583E-05 1.71977
4.786301E-04 -8.05438e-06 -8.032987E-06 0.265557
5.248075E-04 -6.02512e-06 -6.071933E-06 0.776917
5.754399E-04 -4.33606e-06 -4.407557E-06 1.6488
6.309573E-04 -2.92556e-06 -3.034436E-06 3.72162
6.918310E-04 -1.81563e-06 -1.937089E-06 6.68956
7.585776E-04 -9.62507e-07 -1.091368E-06 13.388
8.317638E-04 -3.55754e-07 -4.665364E-07 31.1402
9.120108E-04 6.58385e-08 -2.795282E-08 142.457
1.000000E-03 3.41047e-07 2.601997E-07 23.7057
1.096478E-03 4.94535e-07 4.323403E-07 12.5764
1.202264E-03 5.67224e-07 5.195008E-07 8.41348
1.318257E-03 5.83664e-07 5.479788E-07 6.11406
1.445440E-03 5.64815e-07 5.387352E-07 4.61741
1.584893E-03 5.27218e-07 5.074548E-07 3.74854
1.737801E-03 4.80385e-07 4.651188E-07 3.17787
1.905461E-03 4.30958e-07 4.188756E-07 2.80364
2.089296E-03 3.82837e-07 3.730019E-07 2.569
2.290868E-03 3.38154e-07 3.297942E-07 2.47227
2.511886E-03 2.97478e-07 2.902913E-07 2.41589
2.754229E-03 2.61018e-07 2.547998E-07 2.38219
3.019952E-03 2.28745e-07 2.232386E-07 2.40732
3.311311E-03 2.00226e-07 1.953446E-07 2.43795
3.630781E-03 1.75082e-07 1.707852E-07 2.45438
3.981072E-03 1.53037e-07 1.492154E-07 2.49747
4.365158E-03 1.33706e-07 1.303036E-07 2.54461
4.786301E-03 1.16737e-07 1.137428E-07 2.56463
5.248075E-03 1.01941e-07 9.925440E-08 2.63516
5.754399E-03 8.89823e-08 8.658827E-08 2.69045
6.309573E-03 7.76746e-08 7.552170E-08 2.77163
6.918310E-03 6.78062e-08 6.585721E-08 2.87442
7.585776E-03 5.91873e-08 5.742043E-08 2.98521
8.317638E-03 5.15395e-08 5.005776E-08 2.87498
9.120108E-03 4.51107e-08 4.363416E-08 3.27319
1.000000E-02 3.93725e-08 3.803109E-08 3.407
1.096478E-02 3.43664e-08 3.314468E-08 3.55507
1.202264E-02 3.00061e-08 2.888394E-08 3.73962
1.318257E-02 2.61961e-08 2.516925E-08 3.91974
1.445440E-02 2.28613e-08 2.193103E-08 4.06933
1.584893E-02 1.98667e-08 1.910845E-08 3.8166
1.737801E-02 1.741e-08 1.664837E-08 4.37462
1.905461E-02 1.51913e-08 1.450441E-08 4.52182
2.089296E-02 1.32479e-08 1.263607E-08 4.61798
2.290868E-02 1.15548e-08 1.100802E-08 4.73223
2.511886E-02 1.00733e-08 9.589428E-09 4.80372
2.754229E-02 8.78265e-09 8.353406E-09 4.88739
3.019952E-02 7.65625e-09 7.276501E-09 4.96
3.311311E-02 6.64863e-09 6.338267E-09 4.66803
3.630781E-02 5.8135e-09 5.520873E-09 5.03358
